antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,segment,antecedents_str,consequents_str,rule
frozenset({'HanoiStreet RP-14'}),frozenset({'HanoiStreet RP-13'}),0.019393090250486963,0.019410176673615144,0.018743806171616036,0.9665198237885464,49.79448873859901,1.0,0.01836738286360672,29.288669723038197,0.9992969114119656,0.9344122657580924,0.9658571041479085,0.9660944189365268,Activewear,HanoiStreet RP-14,HanoiStreet RP-13,HanoiStreet RP-14 → HanoiStreet RP-13
frozenset({'HanoiStreet RP-13'}),frozenset({'HanoiStreet RP-14'}),0.019410176673615144,0.019393090250486963,0.018743806171616036,0.9656690140845072,49.79448873859901,1.0,0.01836738286360672,28.563319217319304,0.9993143237993398,0.9344122657580924,0.964990063220886,0.9660944189365268,Activewear,HanoiStreet RP-13,HanoiStreet RP-14,HanoiStreet RP-13 → HanoiStreet RP-14
frozenset({'VietMotion RP-09'}),frozenset({'VietMotion RP-10'}),0.023322967569968902,0.02339131326248163,0.02263951064484161,0.9706959706959707,41.49813906570664,1.0,0.022093955804201766,33.3267714349178,0.9992070064924198,0.9403832505322923,0.9699940931286173,0.969277861169753,Activewear,VietMotion RP-09,VietMotion RP-10,VietMotion RP-09 → VietMotion RP-10
frozenset({'VietMotion RP-10'}),frozenset({'VietMotion RP-09'}),0.02339131326248163,0.023322967569968902,0.02263951064484161,0.9678597516435354,41.49813906570664,1.0,0.022093955804201766,30.38797403174348,0.9992769336758964,0.9403832505322923,0.9670922451442339,0.969277861169753,Activewear,VietMotion RP-10,VietMotion RP-09,VietMotion RP-10 → VietMotion RP-09
frozenset({'HanoiStreet RP-51'}),frozenset({'HanoiStreet RP-52'}),0.02600553600109353,0.026022622424221712,0.025612548269145337,0.9848883048620236,37.84738866077137,1.0,0.024935816024849376,64.45189429001437,0.999572516919918,0.9695989650711513,0.9844845522227741,0.9845649666135463,Activewear,HanoiStreet RP-51,HanoiStreet RP-52,HanoiStreet RP-51 → HanoiStreet RP-52
frozenset({'HanoiStreet RP-52'}),frozenset({'HanoiStreet RP-51'}),0.026022622424221712,0.02600553600109353,0.025612548269145337,0.984241628365069,37.84738866077137,1.0,0.024935816024849376,61.8080653612642,0.9995900523569462,0.9695989650711513,0.9838208817222305,0.9845649666135463,Activewear,HanoiStreet RP-52,HanoiStreet RP-51,HanoiStreet RP-52 → HanoiStreet RP-51
frozenset({'VietMotion RP-52'}),frozenset({'VietMotion RP-51'}),0.027372449851348117,0.027372449851348117,0.026774425041861737,0.9781523096129838,35.73492014507459,1.0,0.026025174030997168,44.518552438232696,0.9993714119077342,0.9572388515577277,0.9775374547187389,0.9781523096129838,Activewear,VietMotion RP-52,VietMotion RP-51,VietMotion RP-52 → VietMotion RP-51
frozenset({'VietMotion RP-51'}),frozenset({'VietMotion RP-52'}),0.027372449851348117,0.027372449851348117,0.026774425041861737,0.9781523096129838,35.73492014507459,1.0,0.026025174030997168,44.518552438232696,0.9993714119077342,0.9572388515577277,0.9775374547187389,0.9781523096129838,Activewear,VietMotion RP-51,VietMotion RP-52,VietMotion RP-51 → VietMotion RP-52
frozenset({'HanoiStreet RP-70'}),frozenset({'HanoiStreet RP-69'}),0.027543314082629944,0.027389536274476302,0.026825684311246285,0.9739454094292804,35.559032459300106,1.0,0.026071285711060797,37.329715893465384,0.9994046666453286,0.9544072948328267,0.9732116900419526,0.9766795044651081,Activewear,HanoiStreet RP-70,HanoiStreet RP-69,HanoiStreet RP-70 → HanoiStreet RP-69
frozenset({'HanoiStreet RP-69'}),frozenset({'HanoiStreet RP-70'}),0.027389536274476302,0.027543314082629944,0.026825684311246285,0.9794135995009358,35.5590324593001,1.0,0.026071285711060797,47.23782022804683,0.9992466524507181,0.9544072948328267,0.9788305219171342,0.9766795044651081,Activewear,HanoiStreet RP-69,HanoiStreet RP-70,HanoiStreet RP-69 → HanoiStreet RP-70
frozenset({'HanoiStreet RP-65'}),frozenset({'HanoiStreet RP-66'}),0.02868810443221816,0.028790622970987254,0.028090079622731776,0.9791542584871947,34.00948494493861,1.0,0.027264131224271473,46.59030125804886,0.9992634110674928,0.955813953488372,0.9785363053468721,0.9774109571367724,Activewear,HanoiStreet RP-65,HanoiStreet RP-66,HanoiStreet RP-65 → HanoiStreet RP-66
frozenset({'HanoiStreet RP-66'}),frozenset({'HanoiStreet RP-65'}),0.028790622970987254,0.02868810443221816,0.028090079622731776,0.9756676557863501,34.009484944938606,1.0,0.027264131224271473,39.91854985443187,0.9993688909229916,0.955813953488372,0.9749489897892927,0.9774109571367724,Activewear,HanoiStreet RP-66,HanoiStreet RP-65,HanoiStreet RP-66 → HanoiStreet RP-65
frozenset({'VietMotion RP-22'}),frozenset({'VietMotion RP-21'}),0.02943990704985818,0.029251956395448177,0.0288418822403718,0.9796865931514801,33.49131866284085,1.0,0.027980707363063302,47.78853940373294,0.9995687264698738,0.966227819118489,0.9790744807755751,0.9828339507813475,Activewear,VietMotion RP-22,VietMotion RP-21,VietMotion RP-22 → VietMotion RP-21
frozenset({'VietMotion RP-21'}),frozenset({'VietMotion RP-22'}),0.029251956395448177,0.02943990704985818,0.0288418822403718,0.985981308411215,33.49131866284084,1.0,0.027980707363063302,69.23328663044371,0.9993751957205662,0.966227819118489,0.9855560807716981,0.9828339507813475,Activewear,VietMotion RP-21,VietMotion RP-22,VietMotion RP-21 → VietMotion RP-22
frozenset({'VietMotion RP-15'}),frozenset({'VietMotion RP-16'}),0.029815808358678194,0.029832894781806375,0.029046919317909987,0.9742120343839541,32.65563202998585,1.0,0.028157427444311038,37.620924413460976,0.9991684252292347,0.9491903964265774,0.9734190476286597,0.9739330504107628,Activewear,VietMotion RP-15,VietMotion RP-16,VietMotion RP-15 → VietMotion RP-16
frozenset({'VietMotion RP-16'}),frozenset({'VietMotion RP-15'}),0.029832894781806375,0.029815808358678194,0.029046919317909987,0.9736540664375716,32.65563202998585,1.0,0.028157427444311038,36.824817360994494,0.9991860224188301,0.9491903964265774,0.972844400280469,0.9739330504107628,Activewear,VietMotion RP-16,VietMotion RP-15,VietMotion RP-16 → VietMotion RP-15
frozenset({'HanoiStreet RP-73'}),frozenset({'HanoiStreet RP-74'}),0.03157570994088098,0.031626969210265525,0.030960598708266413,0.9805194805194806,31.002638096641338,1.0,0.029961954702173894,49.709815580539825,0.9992982315106904,0.960254372019078,0.9798832486437251,0.9797248942305669,Activewear,HanoiStreet RP-73,HanoiStreet RP-74,HanoiStreet RP-73 → HanoiStreet RP-74
frozenset({'HanoiStreet RP-74'}),frozenset({'HanoiStreet RP-73'}),0.031626969210265525,0.03157570994088098,0.030960598708266413,0.9789303079416531,31.002638096641334,1.0,0.029961954702173894,45.96290668972892,0.9993511277558521,0.960254372019078,0.9782433254983096,0.9797248942305669,Activewear,HanoiStreet RP-74,HanoiStreet RP-73,HanoiStreet RP-74 → HanoiStreet RP-73
frozenset({'HanoiStreet RP-49'}),frozenset({'HanoiStreet RP-50'}),0.03651368622492567,0.036735809725592046,0.03574479718415747,0.9789424426766495,26.64817925585748,1.0,0.03440343735461863,45.744346102586945,0.9989493055393314,0.9530751708428247,0.9781393749129699,0.9759828492453015,Activewear,HanoiStreet RP-49,HanoiStreet RP-50,HanoiStreet RP-49 → HanoiStreet RP-50
frozenset({'HanoiStreet RP-50'}),frozenset({'HanoiStreet RP-49'}),0.036735809725592046,0.03651368622492567,0.03574479718415747,0.9730232558139534,26.64817925585748,1.0,0.03440343735461863,35.715440941662166,0.999179657834138,0.9530751708428247,0.972000905668968,0.9759828492453015,Activewear,HanoiStreet RP-50,HanoiStreet RP-49,HanoiStreet RP-50 → HanoiStreet RP-49
frozenset({'HanoiStreet RP-81'}),frozenset({'HanoiStreet RP-82'}),0.039350032464203946,0.03917916823292212,0.03852988415405119,0.9791576204950064,24.991791930698103,1.0,0.036988182612165195,46.09938282415774,0.9993097332198638,0.9632635625800937,0.9783077356194894,0.9812927221533034,Activewear,HanoiStreet RP-81,HanoiStreet RP-82,HanoiStreet RP-81 → HanoiStreet RP-82
frozenset({'HanoiStreet RP-82'}),frozenset({'HanoiStreet RP-81'}),0.03917916823292212,0.039350032464203946,0.03852988415405119,0.9834278238116004,24.9917919306981,1.0,0.036988182612165195,57.9676414620939,0.9991320244486404,0.9632635625800937,0.9827489962541616,0.9812927221533034,Activewear,HanoiStreet RP-82,HanoiStreet RP-81,HanoiStreet RP-82 → HanoiStreet RP-81
frozenset({'HanoiStreet RP-47'}),frozenset({'HanoiStreet RP-48'}),0.04227181081912312,0.042305983665379486,0.041332057547073094,0.9777687954729183,23.111832198646212,1.0,0.039543707009053256,43.07881811657898,0.9989599659230974,0.95574871592256,0.9767867354834615,0.9773738969287047,Activewear,HanoiStreet RP-47,HanoiStreet RP-48,HanoiStreet RP-47 → HanoiStreet RP-48
frozenset({'HanoiStreet RP-48'}),frozenset({'HanoiStreet RP-47'}),0.042305983665379486,0.04227181081912312,0.041332057547073094,0.9769789983844911,23.111832198646212,1.0,0.039543707009053256,41.60236835810261,0.998995611238563,0.95574871592256,0.9759629069337531,0.9773738969287047,Activewear,HanoiStreet RP-48,HanoiStreet RP-47,HanoiStreet RP-48 → HanoiStreet RP-47
frozenset({'MekongFit RP-31'}),frozenset({'MekongFit RP-32'}),0.04273314424358405,0.04275023066671223,0.04211803301096948,0.9856057576969212,23.054981045151884,1.0,0.04029118123744238,66.50226869729279,0.9993299354732431,0.9712371946414498,0.9849629190163146,0.9854087941162464,Activewear,MekongFit RP-31,MekongFit RP-32,MekongFit RP-31 → MekongFit RP-32
frozenset({'MekongFit RP-32'}),frozenset({'MekongFit RP-31'}),0.04275023066671223,0.04273314424358405,0.04211803301096948,0.9852118305355716,23.054981045151884,1.0,0.04029118123744238,64.73193711088004,0.9993477730060053,0.9712371946414498,0.9845516750365884,0.9854087941162464,Activewear,MekongFit RP-32,MekongFit RP-31,MekongFit RP-32 → MekongFit RP-31
frozenset({'HanoiStreet RP-21'}),frozenset({'HanoiStreet RP-22'}),0.04493729282711957,0.0451081570584014,0.044031712401325904,0.9798479087452471,21.722188904251638,1.0,0.04200467393870082,47.384255602573496,0.998849726408582,0.9569253620497585,0.9788959436571651,0.9779921361908053,Activewear,HanoiStreet RP-21,HanoiStreet RP-22,HanoiStreet RP-21 → HanoiStreet RP-22
frozenset({'HanoiStreet RP-22'}),frozenset({'HanoiStreet RP-21'}),0.0451081570584014,0.04493729282711957,0.044031712401325904,0.9761363636363635,21.722188904251638,1.0,0.04200467393870082,40.02167534819662,0.9990284562740956,0.9569253620497585,0.97501353975565,0.9779921361908053,Activewear,HanoiStreet RP-22,HanoiStreet RP-21,HanoiStreet RP-22 → HanoiStreet RP-21
frozenset({'HanoiStreet RP-79'}),frozenset({'HanoiStreet RP-80'}),0.08999419061613642,0.09002836346239278,0.08813177049516455,0.9793051072716916,10.877739743439557,1.0,0.08002974079287116,43.97083128113365,0.9978718023879749,0.9590925994793607,0.9772576507911265,0.9791192456077571,Activewear,HanoiStreet RP-79,HanoiStreet RP-80,HanoiStreet RP-79 → HanoiStreet RP-80
frozenset({'HanoiStreet RP-80'}),frozenset({'HanoiStreet RP-79'}),0.09002836346239278,0.08999419061613642,0.08813177049516455,0.9789333839438225,10.877739743439557,1.0,0.08002974079287116,43.196582068861254,0.9979092762149793,0.9590925994793607,0.9768500202537815,0.9791192456077571,Activewear,HanoiStreet RP-80,HanoiStreet RP-79,HanoiStreet RP-80 → HanoiStreet RP-79
frozenset({'MekongFit MA-02'}),frozenset({'DragonWear MA-36'}),0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,17.0,1.0,0.05536332179930796,inf,1.0,1.0,1.0,1.0,All-weather,MekongFit MA-02,DragonWear MA-36,MekongFit MA-02 → DragonWear MA-36
frozenset({'DragonWear MA-36'}),frozenset({'MekongFit MA-02'}),0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,17.0,1.0,0.05536332179930796,inf,1.0,1.0,1.0,1.0,All-weather,DragonWear MA-36,MekongFit MA-02,DragonWear MA-36 → MekongFit MA-02
frozenset({'MekongFit MA-05'}),frozenset({'MekongFit MA-03'}),0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,17.0,1.0,0.05536332179930796,inf,1.0,1.0,1.0,1.0,All-weather,MekongFit MA-05,MekongFit MA-03,MekongFit MA-05 → MekongFit MA-03
frozenset({'MekongFit MA-03'}),frozenset({'MekongFit MA-05'}),0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,17.0,1.0,0.05536332179930796,inf,1.0,1.0,1.0,1.0,All-weather,MekongFit MA-03,MekongFit MA-05,MekongFit MA-03 → MekongFit MA-05
frozenset({'VietMotion MA-16'}),frozenset({'VietMotion MA-03'}),0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,17.0,1.0,0.05536332179930796,inf,1.0,1.0,1.0,1.0,All-weather,VietMotion MA-16,VietMotion MA-03,VietMotion MA-16 → VietMotion MA-03
frozenset({'VietMotion MA-03'}),frozenset({'VietMotion MA-16'}),0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,17.0,1.0,0.05536332179930796,inf,1.0,1.0,1.0,1.0,All-weather,VietMotion MA-03,VietMotion MA-16,VietMotion MA-03 → VietMotion MA-16
frozenset({'VietMode MA-22'}),frozenset({'HanoiStreet MA-09'}),0.058823529411764705,0.11764705882352941,0.058823529411764705,1.0,8.5,1.0,0.05190311418685121,inf,0.9374999999999999,0.5000000000000001,1.0,0.75,All-weather,VietMode MA-22,HanoiStreet MA-09,VietMode MA-22 → HanoiStreet MA-09
frozenset({'MekongFit MA-10'}),frozenset({'UrbanVN MA-09'}),0.058823529411764705,0.11764705882352941,0.058823529411764705,1.0,8.5,1.0,0.05190311418685121,inf,0.9374999999999999,0.5000000000000001,1.0,0.75,All-weather,MekongFit MA-10,UrbanVN MA-09,MekongFit MA-10 → UrbanVN MA-09
frozenset({'VietMotion MA-06'}),frozenset({'UrbanVN MA-08'}),0.058823529411764705,0.11764705882352941,0.058823529411764705,1.0,8.5,1.0,0.05190311418685121,inf,0.9374999999999999,0.5000000000000001,1.0,0.75,All-weather,VietMotion MA-06,UrbanVN MA-08,VietMotion MA-06 → UrbanVN MA-08
frozenset({'HanoiStreet MA-09'}),frozenset({'VietMode MA-22'}),0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5,8.5,1.0,0.05190311418685121,1.8823529411764706,1.0,0.5000000000000001,0.46875,0.75,All-weather,HanoiStreet MA-09,VietMode MA-22,HanoiStreet MA-09 → VietMode MA-22
frozenset({'UrbanVN MA-09'}),frozenset({'MekongFit MA-10'}),0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5,8.5,1.0,0.05190311418685121,1.8823529411764706,1.0,0.5000000000000001,0.46875,0.75,All-weather,UrbanVN MA-09,MekongFit MA-10,UrbanVN MA-09 → MekongFit MA-10
frozenset({'UrbanVN MA-08'}),frozenset({'VietMotion MA-06'}),0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5,8.5,1.0,0.05190311418685121,1.8823529411764706,1.0,0.5000000000000001,0.46875,0.75,All-weather,UrbanVN MA-08,VietMotion MA-06,UrbanVN MA-08 → VietMotion MA-06
frozenset({'VietMotion MA-11'}),frozenset({'MekongFit MA-11'}),0.058823529411764705,0.23529411764705882,0.058823529411764705,1.0,4.25,1.0,0.04498269896193771,inf,0.8124999999999999,0.25,1.0,0.625,All-weather,VietMotion MA-11,MekongFit MA-11,VietMotion MA-11 → MekongFit MA-11
frozenset({'DragonWear MA-03'}),frozenset({'DragonWear MA-08'}),0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5,4.25,1.0,0.04498269896193771,1.7647058823529411,0.8666666666666666,0.33333333333333337,0.4333333333333333,0.5,All-weather,DragonWear MA-03,DragonWear MA-08,DragonWear MA-03 → DragonWear MA-08
frozenset({'DragonWear MA-08'}),frozenset({'DragonWear MA-03'}),0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5,4.25,1.0,0.04498269896193771,1.7647058823529411,0.8666666666666666,0.33333333333333337,0.4333333333333333,0.5,All-weather,DragonWear MA-08,DragonWear MA-03,DragonWear MA-08 → DragonWear MA-03
frozenset({'HanoiStreet MA-09'}),frozenset({'UrbanVN MA-08'}),0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5,4.25,1.0,0.04498269896193771,1.7647058823529411,0.8666666666666666,0.33333333333333337,0.4333333333333333,0.5,All-weather,HanoiStreet MA-09,UrbanVN MA-08,HanoiStreet MA-09 → UrbanVN MA-08
frozenset({'UrbanVN MA-08'}),frozenset({'HanoiStreet MA-09'}),0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5,4.25,1.0,0.04498269896193771,1.7647058823529411,0.8666666666666666,0.33333333333333337,0.4333333333333333,0.5,All-weather,UrbanVN MA-08,HanoiStreet MA-09,UrbanVN MA-08 → HanoiStreet MA-09
frozenset({'UrbanVN MA-02'}),frozenset({'UrbanVN MA-13'}),0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5,4.25,1.0,0.04498269896193771,1.7647058823529411,0.8666666666666666,0.33333333333333337,0.4333333333333333,0.5,All-weather,UrbanVN MA-02,UrbanVN MA-13,UrbanVN MA-02 → UrbanVN MA-13
frozenset({'UrbanVN MA-13'}),frozenset({'UrbanVN MA-02'}),0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5,4.25,1.0,0.04498269896193771,1.7647058823529411,0.8666666666666666,0.33333333333333337,0.4333333333333333,0.5,All-weather,UrbanVN MA-13,UrbanVN MA-02,UrbanVN MA-13 → UrbanVN MA-02
frozenset({'MekongFit MA-11'}),frozenset({'VietMotion MA-11'}),0.23529411764705882,0.058823529411764705,0.058823529411764705,0.25,4.25,1.0,0.04498269896193771,1.2549019607843137,1.0,0.25,0.203125,0.625,All-weather,MekongFit MA-11,VietMotion MA-11,MekongFit MA-11 → VietMotion MA-11
frozenset({'DragonWear MA-03'}),frozenset({'MekongFit MA-11'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,DragonWear MA-03,MekongFit MA-11,DragonWear MA-03 → MekongFit MA-11
frozenset({'DragonWear MA-08'}),frozenset({'DragonWear MA-26'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,DragonWear MA-08,DragonWear MA-26,DragonWear MA-08 → DragonWear MA-26
frozenset({'MekongFit MA-01'}),frozenset({'DragonWear MA-26'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,MekongFit MA-01,DragonWear MA-26,MekongFit MA-01 → DragonWear MA-26
frozenset({'UrbanVN MA-02'}),frozenset({'DragonWear MA-26'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,UrbanVN MA-02,DragonWear MA-26,UrbanVN MA-02 → DragonWear MA-26
frozenset({'UrbanVN MA-09'}),frozenset({'DragonWear MA-26'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,UrbanVN MA-09,DragonWear MA-26,UrbanVN MA-09 → DragonWear MA-26
frozenset({'MekongFit MA-01'}),frozenset({'MekongFit MA-11'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,MekongFit MA-01,MekongFit MA-11,MekongFit MA-01 → MekongFit MA-11
frozenset({'UrbanVN MA-13'}),frozenset({'MekongFit MA-11'}),0.11764705882352941,0.23529411764705882,0.058823529411764705,0.5,2.125,1.0,0.031141868512110725,1.5294117647058822,0.6,0.20000000000000004,0.3461538461538462,0.375,All-weather,UrbanVN MA-13,MekongFit MA-11,UrbanVN MA-13 → MekongFit MA-11
frozenset({'MekongFit MA-11'}),frozenset({'DragonWear MA-03'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,MekongFit MA-11,DragonWear MA-03,MekongFit MA-11 → DragonWear MA-03
frozenset({'DragonWear MA-26'}),frozenset({'DragonWear MA-08'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,DragonWear MA-26,DragonWear MA-08,DragonWear MA-26 → DragonWear MA-08
frozenset({'DragonWear MA-26'}),frozenset({'MekongFit MA-01'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,DragonWear MA-26,MekongFit MA-01,DragonWear MA-26 → MekongFit MA-01
frozenset({'DragonWear MA-26'}),frozenset({'UrbanVN MA-02'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,DragonWear MA-26,UrbanVN MA-02,DragonWear MA-26 → UrbanVN MA-02
frozenset({'DragonWear MA-26'}),frozenset({'UrbanVN MA-09'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,DragonWear MA-26,UrbanVN MA-09,DragonWear MA-26 → UrbanVN MA-09
frozenset({'MekongFit MA-11'}),frozenset({'MekongFit MA-01'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,MekongFit MA-11,MekongFit MA-01,MekongFit MA-11 → MekongFit MA-01
frozenset({'MekongFit MA-11'}),frozenset({'UrbanVN MA-13'}),0.23529411764705882,0.11764705882352941,0.058823529411764705,0.25,2.125,1.0,0.031141868512110725,1.1764705882352942,0.6923076923076923,0.20000000000000004,0.15,0.375,All-weather,MekongFit MA-11,UrbanVN MA-13,MekongFit MA-11 → UrbanVN MA-13
frozenset({'SaigonFlex UM-36'}),frozenset({'BambooCraft UM-17'}),0.003257328990228013,0.009771986970684038,0.003257328990228013,1.0,102.33333333333334,1.0,0.0032254984137762735,inf,0.9934640522875817,0.33333333333333337,1.0,0.6666666666666667,Balanced,SaigonFlex UM-36,BambooCraft UM-17,SaigonFlex UM-36 → BambooCraft UM-17
frozenset({'HanoiStreet UM-19'}),frozenset({'SaigonFlex UM-61'}),0.003257328990228013,0.009771986970684038,0.003257328990228013,1.0,102.33333333333334,1.0,0.0032254984137762735,inf,0.9934640522875817,0.33333333333333337,1.0,0.6666666666666667,Balanced,HanoiStreet UM-19,SaigonFlex UM-61,HanoiStreet UM-19 → SaigonFlex UM-61
frozenset({'BambooCraft UM-17'}),frozenset({'SaigonFlex UM-36'}),0.009771986970684038,0.003257328990228013,0.003257328990228013,0.33333333333333337,102.33333333333334,1.0,0.0032254984137762735,1.495114006514658,1.0,0.33333333333333337,0.33115468409586063,0.6666666666666667,Balanced,BambooCraft UM-17,SaigonFlex UM-36,BambooCraft UM-17 → SaigonFlex UM-36
frozenset({'SaigonFlex UM-61'}),frozenset({'HanoiStreet UM-19'}),0.009771986970684038,0.003257328990228013,0.003257328990228013,0.33333333333333337,102.33333333333334,1.0,0.0032254984137762735,1.495114006514658,1.0,0.33333333333333337,0.33115468409586063,0.6666666666666667,Balanced,SaigonFlex UM-61,HanoiStreet UM-19,SaigonFlex UM-61 → HanoiStreet UM-19
frozenset({'SaigonFlex UM-24'}),frozenset({'BambooCraft UM-13'}),0.003257328990228013,0.013029315960912053,0.003257328990228013,1.0,76.75,1.0,0.003214888221625694,inf,0.9901960784313726,0.25,1.0,0.625,Balanced,SaigonFlex UM-24,BambooCraft UM-13,SaigonFlex UM-24 → BambooCraft UM-13
frozenset({'PhoenixWear UM-03'}),frozenset({'SaigonFlex UM-25'}),0.003257328990228013,0.013029315960912053,0.003257328990228013,1.0,76.75,1.0,0.003214888221625694,inf,0.9901960784313726,0.25,1.0,0.625,Balanced,PhoenixWear UM-03,SaigonFlex UM-25,PhoenixWear UM-03 → SaigonFlex UM-25
frozenset({'SaigonFlex UM-91'}),frozenset({'SaigonFlex UM-77'}),0.003257328990228013,0.013029315960912053,0.003257328990228013,1.0,76.75,1.0,0.003214888221625694,inf,0.9901960784313726,0.25,1.0,0.625,Balanced,SaigonFlex UM-91,SaigonFlex UM-77,SaigonFlex UM-91 → SaigonFlex UM-77
frozenset({'SaigonFlex UM-10'}),frozenset({'IndigoViet UM-02'}),0.006514657980456026,0.006514657980456026,0.003257328990228013,0.5,76.75,1.0,0.003214888221625694,1.986970684039088,0.9934426229508196,0.3333333333333333,0.4967213114754098,0.5,Balanced,SaigonFlex UM-10,IndigoViet UM-02,SaigonFlex UM-10 → IndigoViet UM-02
frozenset({'IndigoViet UM-02'}),frozenset({'SaigonFlex UM-10'}),0.006514657980456026,0.006514657980456026,0.003257328990228013,0.5,76.75,1.0,0.003214888221625694,1.986970684039088,0.9934426229508196,0.3333333333333333,0.4967213114754098,0.5,Balanced,IndigoViet UM-02,SaigonFlex UM-10,IndigoViet UM-02 → SaigonFlex UM-10
frozenset({'BambooCraft UM-13'}),frozenset({'SaigonFlex UM-24'}),0.013029315960912053,0.003257328990228013,0.003257328990228013,0.25,76.75,1.0,0.003214888221625694,1.3289902280130292,1.0,0.25,0.24754901960784315,0.625,Balanced,BambooCraft UM-13,SaigonFlex UM-24,BambooCraft UM-13 → SaigonFlex UM-24
frozenset({'SaigonFlex UM-25'}),frozenset({'PhoenixWear UM-03'}),0.013029315960912053,0.003257328990228013,0.003257328990228013,0.25,76.75,1.0,0.003214888221625694,1.3289902280130292,1.0,0.25,0.24754901960784315,0.625,Balanced,SaigonFlex UM-25,PhoenixWear UM-03,SaigonFlex UM-25 → PhoenixWear UM-03
frozenset({'SaigonFlex UM-77'}),frozenset({'SaigonFlex UM-91'}),0.013029315960912053,0.003257328990228013,0.003257328990228013,0.25,76.75,1.0,0.003214888221625694,1.3289902280130292,1.0,0.25,0.24754901960784315,0.625,Balanced,SaigonFlex UM-77,SaigonFlex UM-91,SaigonFlex UM-77 → SaigonFlex UM-91
frozenset({'BambooCraft UM-16'}),frozenset({'SaigonFlex UM-98'}),0.003257328990228013,0.016286644951140065,0.003257328990228013,1.0,61.4,1.0,0.003204278029475114,inf,0.9869281045751634,0.2,1.0,0.6,Balanced,BambooCraft UM-16,SaigonFlex UM-98,BambooCraft UM-16 → SaigonFlex UM-98
frozenset({'SaigonFlex UM-06'}),frozenset({'MekongFit UM-06'}),0.003257328990228013,0.016286644951140065,0.003257328990228013,1.0,61.4,1.0,0.003204278029475114,inf,0.9869281045751634,0.2,1.0,0.6,Balanced,SaigonFlex UM-06,MekongFit UM-06,SaigonFlex UM-06 → MekongFit UM-06
frozenset({'SaigonFlex UM-98'}),frozenset({'BambooCraft UM-16'}),0.016286644951140065,0.003257328990228013,0.003257328990228013,0.2,61.4,1.0,0.003204278029475114,1.2459283387622149,1.0,0.2,0.1973856209150327,0.6,Balanced,SaigonFlex UM-98,BambooCraft UM-16,SaigonFlex UM-98 → BambooCraft UM-16
