customer_id,Recency,Frequency,Monetary,R_Rank,F_Rank,M_Rank,R_Score,F_Score,M_Score,Segment
8299,914,1,20263.22,12502.0,1.0,13253.0,Low,Low,Low,Lost
8300,557,1,5052.33,22940.0,1.0,2799.0,Low,Low,Low,Lost
8304,853,1,4347.08,14337.0,1.0,2160.0,Low,Low,Low,Lost
8305,856,1,4334.36,14152.0,1.0,2155.0,Low,Low,Low,Lost
8307,975,1,43052.46,10499.0,1.0,24041.0,Low,Low,Low,Lost
8314,1270,1,1639.39,4317.0,1.0,424.0,Low,Low,Low,Lost
8322,754,2,62906.66,16203.0,22924.0,30748.0,Low,Low,High,Key At Risk Customer
8323,329,3,63032.64,30063.0,34108.0,30783.0,High,High,High,Key Valuable Customer
8325,886,2,82250.82,13292.0,22924.0,35623.0,Low,Low,High,Key At Risk Customer
8331,290,1,8161.34,31620.0,1.0,5243.0,High,Low,Low,General Potential Customer
8334,123,1,49623.32,43722.0,1.0,26475.0,High,Low,High,Key Potential Customer
8336,873,1,10861.67,13712.0,1.0,7363.0,Low,Low,Low,Lost
8340,34,1,7095.39,48189.0,1.0,4443.0,High,Low,Low,General Potential Customer
8351,521,1,86863.12,24475.0,1.0,36617.0,Low,Low,High,Key At Risk Customer
8353,187,2,16441.97,39426.0,22924.0,11083.0,High,Low,Low,General Potential Customer
8354,528,1,5827.42,24239.0,1.0,3441.0,Low,Low,Low,Lost
8355,266,1,13621.13,33616.0,1.0,9395.0,High,Low,Low,General Potential Customer
8357,1313,1,39355.2,2974.0,1.0,22564.0,Low,Low,Low,Lost
8358,622,1,9414.42,19822.0,1.0,6276.0,Low,Low,Low,Lost
8359,492,1,3491.8,25677.0,1.0,1529.0,High,Low,Low,General Potential Customer
8361,183,2,4711.58,39936.0,22924.0,2505.0,High,Low,Low,General Potential Customer
8362,1259,1,10399.5,4577.0,1.0,7022.0,Low,Low,Low,Lost
8364,150,1,62579.28,41984.0,1.0,30651.0,High,Low,High,Key Potential Customer
8365,1110,2,113415.16,7370.0,22924.0,41077.0,Low,Low,High,Key At Risk Customer
8367,75,2,53892.520000000004,46307.0,22924.0,27941.0,High,Low,High,Key Potential Customer
8370,659,1,21886.35,18046.0,1.0,14138.0,Low,Low,Low,Lost
8371,1275,1,25681.62,4221.0,1.0,16222.0,Low,Low,Low,Lost
8374,285,3,168788.19,31921.0,34108.0,46031.0,High,High,High,Key Valuable Customer
8377,592,1,18408.32,21225.0,1.0,12242.0,Low,Low,Low,Lost
8378,213,3,72730.01999999999,37595.0,34108.0,33351.0,High,High,High,Key Valuable Customer
8382,1461,1,7293.12,1.0,1.0,4598.0,Low,Low,Low,Lost
8386,183,2,24153.93,39936.0,22924.0,15348.0,High,Low,Low,General Potential Customer
8390,849,3,42719.270000000004,14476.0,34108.0,23918.0,Low,High,Low,General Loyal Customer
8391,673,1,8820.96,17682.0,1.0,5781.0,Low,Low,Low,Lost
8394,676,1,8999.6,17570.0,1.0,5946.0,Low,Low,Low,Lost
8395,466,2,59787.96,26586.0,22924.0,29835.0,High,Low,High,Key Potential Customer
8397,548,3,166192.15,23505.0,34108.0,45868.0,Low,High,High,Key Loyal Customer
8399,293,1,50979.96,31458.0,1.0,26959.0,High,Low,High,Key Potential Customer
8400,1220,2,37234.270000000004,5602.0,22924.0,21644.0,Low,Low,Low,Lost
8401,285,2,35303.869999999995,31921.0,22924.0,20799.0,High,Low,Low,General Potential Customer
8402,542,4,62688.259999999995,23704.0,40491.0,30674.0,Low,High,High,Key Loyal Customer
8403,510,3,66533.44,25038.0,34108.0,31760.0,Low,High,High,Key Loyal Customer
8404,153,7,143259.96000000002,41735.0,47928.0,44225.0,High,High,High,Key Valuable Customer
8405,964,2,42377.53,10794.0,22924.0,23786.0,Low,Low,Low,Lost
8411,736,2,62733.08,16597.0,22924.0,30686.0,Low,Low,High,Key At Risk Customer
8412,1031,2,64227.25,8450.0,22924.0,31130.0,Low,Low,High,Key At Risk Customer
8415,225,6,199718.27,36505.0,46492.0,47484.0,High,High,High,Key Valuable Customer
8421,123,1,101771.52,43722.0,1.0,39375.0,High,Low,High,Key Potential Customer
8424,431,4,108068.51000000001,27489.0,40491.0,40325.0,High,High,High,Key Valuable Customer
8425,258,4,64354.759999999995,34219.0,40491.0,31170.0,High,High,High,Key Valuable Customer
8426,185,2,24277.6,39704.0,22924.0,15409.0,High,Low,Low,General Potential Customer
8427,1010,1,2561.15,9028.0,1.0,930.0,Low,Low,Low,Lost
8428,556,1,3077.76,23006.0,1.0,1198.0,Low,Low,Low,Lost
8430,975,2,64911.31,10499.0,22924.0,31326.0,Low,Low,High,Key At Risk Customer
8431,1356,1,16357.44,1821.0,1.0,11042.0,Low,Low,Low,Lost
8432,1013,2,22993.81,8895.0,22924.0,14747.0,Low,Low,Low,Lost
8433,794,2,55370.399999999994,15582.0,22924.0,28379.0,Low,Low,High,Key At Risk Customer
8434,913,2,27699.800000000003,12567.0,22924.0,17259.0,Low,Low,Low,Lost
8437,220,2,54141.3,36896.0,22924.0,28019.0,High,Low,High,Key Potential Customer
8438,150,5,176702.45,41984.0,44141.0,46506.0,High,High,High,Key Valuable Customer
8439,430,3,77269.95,27520.0,34108.0,34473.0,High,High,High,Key Valuable Customer
8440,140,1,71123.01,42483.0,1.0,32966.0,High,Low,High,Key Potential Customer
8444,71,3,118813.32,46501.0,34108.0,41783.0,High,High,High,Key Valuable Customer
8449,139,2,68178.27,42530.0,22924.0,32222.0,High,Low,High,Key Potential Customer
8451,238,1,1992.21,35629.0,1.0,583.0,High,Low,Low,General Potential Customer
8452,1225,1,25198.39,5418.0,1.0,15953.0,Low,Low,Low,Lost
8458,1364,1,84445.43,1662.0,1.0,36098.0,Low,Low,High,Key At Risk Customer
8461,924,1,3932.55,12149.0,1.0,1849.0,Low,Low,Low,Lost
8476,399,1,36740.83,28197.0,1.0,21446.0,High,Low,Low,General Potential Customer
8480,1193,1,58175.4,6136.0,1.0,29316.0,Low,Low,High,Key At Risk Customer
8513,885,1,5055.04,13320.0,1.0,2802.0,Low,Low,Low,Lost
8516,963,1,17859.3,10820.0,1.0,11938.0,Low,Low,Low,Lost
8521,318,2,76071.15,30377.0,22924.0,34161.0,High,Low,High,Key Potential Customer
8523,156,1,27941.64,41522.0,1.0,17372.0,High,Low,Low,General Potential Customer
8524,220,1,79461.28,36896.0,1.0,34968.0,High,Low,High,Key Potential Customer
8529,1362,1,27173.84,1707.0,1.0,16970.0,Low,Low,Low,Lost
8531,767,4,133230.12,15997.0,40491.0,43315.0,Low,High,High,Key Loyal Customer
8532,167,1,13951.22,40826.0,1.0,9585.0,High,Low,Low,General Potential Customer
8534,1078,1,44424.17,7861.0,1.0,24544.0,Low,Low,Low,Lost
8535,1247,1,9528.1,4937.0,1.0,6360.0,Low,Low,Low,Lost
8538,93,1,45098.75,45599.0,1.0,24806.0,High,Low,Low,General Potential Customer
8561,198,3,76817.39,38659.0,34108.0,34357.0,High,High,High,Key Valuable Customer
8564,250,2,47889.9,34750.0,22924.0,25818.0,High,Low,High,Key Potential Customer
8590,275,2,86473.29,32934.0,22924.0,36504.0,High,Low,High,Key Potential Customer
8591,161,3,33712.659999999996,41200.0,34108.0,20087.0,High,High,Low,General Valuable Customer
8592,1003,3,168553.75,9423.0,34108.0,46009.0,Low,High,High,Key Loyal Customer
8593,1230,2,78515.81,5282.0,22924.0,34757.0,Low,Low,High,Key At Risk Customer
8594,299,6,243576.06,31165.0,46492.0,48690.0,High,High,High,Key Valuable Customer
8595,1055,1,6736.98,8110.0,1.0,4184.0,Low,Low,Low,Lost
8596,952,1,104199.68,11196.0,1.0,39766.0,Low,Low,High,Key At Risk Customer
8597,214,2,9817.49,37445.0,22924.0,6564.0,High,Low,Low,General Potential Customer
8598,248,2,41435.39,34929.0,22924.0,23433.0,High,Low,Low,General Potential Customer
8600,924,1,58396.65,12149.0,1.0,29382.0,Low,Low,High,Key At Risk Customer
8606,118,3,87411.88,44060.0,34108.0,36729.0,High,High,High,Key Valuable Customer
8608,677,2,94544.73999999999,17529.0,22924.0,38151.0,Low,Low,High,Key At Risk Customer
8609,626,1,27509.39,19658.0,1.0,17155.0,Low,Low,Low,Lost
8611,677,2,22689.68,17529.0,22924.0,14603.0,Low,Low,Low,Lost
8612,1374,1,17498.25,1317.0,1.0,11704.0,Low,Low,Low,Lost
8617,364,1,76940.48,29277.0,1.0,34390.0,High,Low,High,Key Potential Customer
8618,866,1,15257.1,13903.0,1.0,10370.0,Low,Low,Low,Lost
8621,655,5,198428.01,18188.0,44141.0,47438.0,Low,High,High,Key Loyal Customer
8622,530,3,116980.79999999999,24154.0,34108.0,41543.0,Low,High,High,Key Loyal Customer
8623,645,2,26957.95,18603.0,22924.0,16861.0,Low,Low,Low,Lost
8624,440,4,148924.7,27275.0,40491.0,44672.0,High,High,High,Key Valuable Customer
8625,247,3,107100.74,35017.0,34108.0,40196.0,High,High,High,Key Valuable Customer
8629,199,2,2742.2799999999997,38582.0,22924.0,1006.0,High,Low,Low,General Potential Customer
8630,292,2,28875.84,31507.0,22924.0,17800.0,High,Low,Low,General Potential Customer
8633,530,1,123773.92,24154.0,1.0,42356.0,Low,Low,High,Key At Risk Customer
8636,260,1,35170.29,34075.0,1.0,20736.0,High,Low,Low,General Potential Customer
8639,499,1,32172.56,25409.0,1.0,19385.0,High,Low,Low,General Potential Customer
8664,1012,2,34809.4,8928.0,22924.0,20563.0,Low,Low,Low,Lost
8666,610,2,34128.32,20462.0,22924.0,20279.0,Low,Low,Low,Lost
8676,1274,1,24658.25,4233.0,1.0,15621.0,Low,Low,Low,Lost
8677,880,1,61394.34,13550.0,1.0,30329.0,Low,Low,High,Key At Risk Customer
8680,3,1,20658.34,49945.0,1.0,13494.0,High,Low,Low,General Potential Customer
8685,1168,1,5057.0,6505.0,1.0,2805.0,Low,Low,Low,Lost
8701,277,3,112796.42,32572.0,34108.0,40994.0,High,High,High,Key Valuable Customer
8703,256,2,23378.29,34352.0,22924.0,14937.0,High,Low,Low,General Potential Customer
8704,257,4,158130.78,34277.0,40491.0,45338.0,High,High,High,Key Valuable Customer
8705,1002,1,24543.83,9485.0,1.0,15551.0,Low,Low,Low,Lost
8706,163,6,224069.9,41093.0,46492.0,48242.0,High,High,High,Key Valuable Customer
8707,252,3,163835.03,34614.0,34108.0,45731.0,High,High,High,Key Valuable Customer
8708,3,7,277448.64,49945.0,47928.0,49260.0,High,High,High,Key Valuable Customer
8709,749,1,3560.54,16280.0,1.0,1568.0,Low,Low,Low,Lost
8710,823,2,68210.45,15111.0,22924.0,32230.0,Low,Low,High,Key At Risk Customer
8720,459,1,69803.26,26812.0,1.0,32633.0,High,Low,High,Key Potential Customer
8722,804,1,16834.35,15410.0,1.0,11314.0,Low,Low,Low,Lost
8731,276,4,134441.28999999998,32774.0,40491.0,43423.0,High,High,High,Key Valuable Customer
8734,555,2,79316.76999999999,23058.0,22924.0,34937.0,Low,Low,High,Key At Risk Customer
8735,839,3,21052.67,14691.0,34108.0,13689.0,Low,High,Low,General Loyal Customer
8742,183,1,6223.05,39936.0,1.0,3776.0,High,Low,Low,General Potential Customer
8746,622,4,68692.35,19822.0,40491.0,32368.0,Low,High,High,Key Loyal Customer
8748,32,3,97868.06,48330.0,34108.0,38702.0,High,High,High,Key Valuable Customer
8749,957,1,33276.84,11023.0,1.0,19888.0,Low,Low,Low,Lost
8754,920,1,24965.95,12254.0,1.0,15794.0,Low,Low,Low,Lost
8757,223,3,21141.77,36657.0,34108.0,13727.0,High,High,Low,General Valuable Customer
8763,550,2,7974.74,23350.0,22924.0,5127.0,Low,Low,Low,Lost
8770,1461,1,11234.14,1.0,1.0,7655.0,Low,Low,Low,Lost
8772,264,2,74109.36,33741.0,22924.0,33674.0,High,Low,High,Key Potential Customer
8773,183,1,25823.3,39936.0,1.0,16320.0,High,Low,Low,General Potential Customer
8774,132,3,23330.81,42955.0,34108.0,14917.0,High,High,Low,General Valuable Customer
8775,261,1,9461.41,33999.0,1.0,6322.0,High,Low,Low,General Potential Customer
8781,82,2,20127.800000000003,46021.0,22924.0,13180.0,High,Low,Low,General Potential Customer
8784,67,2,47433.48,46709.0,22924.0,25642.0,High,Low,High,Key Potential Customer
8786,1378,1,8830.5,1186.0,1.0,5796.0,Low,Low,Low,Lost
8792,1373,1,9288.42,1350.0,1.0,6181.0,Low,Low,Low,Lost
8793,992,1,3234.59,9791.0,1.0,1315.0,Low,Low,Low,Lost
8802,223,1,39195.44,36657.0,1.0,22501.0,High,Low,Low,General Potential Customer
8803,274,7,113384.92,33101.0,47928.0,41074.0,High,High,High,Key Valuable Customer
8804,254,2,81694.87,34484.0,22924.0,35520.0,High,Low,High,Key Potential Customer
8805,457,3,129208.14,26896.0,34108.0,42929.0,High,High,High,Key Valuable Customer
8806,956,1,40002.03,11051.0,1.0,22857.0,Low,Low,Low,Lost
8808,1311,1,40015.05,3076.0,1.0,22862.0,Low,Low,Low,Lost
8817,1222,1,22629.53,5491.0,1.0,14566.0,Low,Low,Low,Lost
8818,282,2,55952.95,32182.0,22924.0,28573.0,High,Low,High,Key Potential Customer
8823,1188,1,17452.48,6267.0,1.0,11679.0,Low,Low,Low,Lost
8825,884,1,28299.88,13355.0,1.0,17566.0,Low,Low,Low,Lost
8826,775,1,5651.68,15877.0,1.0,3268.0,Low,Low,Low,Lost
8828,580,2,64209.46,21871.0,22924.0,31125.0,Low,Low,High,Key At Risk Customer
8829,674,2,68073.66,17643.0,22924.0,32192.0,Low,Low,High,Key At Risk Customer
8834,899,1,6001.32,12927.0,1.0,3587.0,Low,Low,Low,Lost
8842,1031,1,21522.0,8450.0,1.0,13950.0,Low,Low,Low,Lost
8843,1405,1,11135.1,713.0,1.0,7567.0,Low,Low,Low,Lost
8852,872,1,98527.35,13746.0,1.0,38817.0,Low,Low,High,Key At Risk Customer
8861,597,2,56269.41,20998.0,22924.0,28685.0,Low,Low,High,Key At Risk Customer
8863,129,2,81703.16,43152.0,22924.0,35521.0,High,Low,High,Key Potential Customer
8865,64,3,141701.5,46874.0,34108.0,44092.0,High,High,High,Key Valuable Customer
8867,588,1,760.09,21418.0,1.0,49.0,Low,Low,Low,Lost
8870,586,1,4758.78,21492.0,1.0,2547.0,Low,Low,Low,Lost
8871,978,2,34413.770000000004,10293.0,22924.0,20407.0,Low,Low,Low,Lost
8872,838,1,23523.07,14720.0,1.0,15007.0,Low,Low,Low,Lost
8873,268,2,27994.55,33516.0,22924.0,17398.0,High,Low,Low,General Potential Customer
8874,268,4,77723.79000000001,33516.0,40491.0,34571.0,High,High,High,Key Valuable Customer
8875,1247,1,17262.18,4937.0,1.0,11577.0,Low,Low,Low,Lost
8877,276,1,27399.33,32774.0,1.0,17092.0,High,Low,Low,General Potential Customer
8878,559,3,107226.07,22860.0,34108.0,40220.0,Low,High,High,Key Loyal Customer
8880,38,3,132047.77,47925.0,34108.0,43200.0,High,High,High,Key Valuable Customer
8885,552,2,63628.41,23200.0,22924.0,30938.0,Low,Low,High,Key At Risk Customer
8894,460,1,26834.67,26754.0,1.0,16801.0,High,Low,Low,General Potential Customer
8899,594,1,25796.04,21125.0,1.0,16296.0,Low,Low,Low,Lost
8900,1343,1,40326.84,2164.0,1.0,23005.0,Low,Low,Low,Lost
8901,1128,2,34765.630000000005,7111.0,22924.0,20543.0,Low,Low,Low,Lost
8903,253,3,127793.95,34555.0,34108.0,42789.0,High,High,High,Key Valuable Customer
8904,5,3,24728.769999999997,49731.0,34108.0,15664.0,High,High,Low,General Valuable Customer
8905,292,2,105106.48000000001,31507.0,22924.0,39903.0,High,Low,High,Key Potential Customer
8906,457,2,22923.16,26896.0,22924.0,14719.0,High,Low,Low,General Potential Customer
8915,950,1,46793.44,11265.0,1.0,25418.0,Low,Low,High,Key At Risk Customer
8921,188,3,43232.46,39343.0,34108.0,24104.0,High,High,Low,General Valuable Customer
8922,185,2,32908.79,39704.0,22924.0,19742.0,High,Low,Low,General Potential Customer
8924,1308,2,60913.44,3257.0,22924.0,30167.0,Low,Low,High,Key At Risk Customer
8925,891,3,57147.899999999994,13164.0,34108.0,28963.0,Low,High,High,Key Loyal Customer
8928,1406,1,33834.84,684.0,1.0,20139.0,Low,Low,Low,Lost
8938,657,1,33007.28,18107.0,1.0,19782.0,Low,Low,Low,Lost
8939,552,2,74295.32,23200.0,22924.0,33723.0,Low,Low,High,Key At Risk Customer
8962,599,1,13571.88,20868.0,1.0,9357.0,Low,Low,Low,Lost
8967,186,1,20333.54,39549.0,1.0,13296.0,High,Low,Low,General Potential Customer
8969,990,1,24606.06,9862.0,1.0,15595.0,Low,Low,Low,Lost
8970,925,1,58174.62,12126.0,1.0,29315.0,Low,Low,High,Key At Risk Customer
8973,291,1,24883.65,31562.0,1.0,15754.0,High,Low,Low,General Potential Customer
8979,843,2,43481.21,14607.0,22924.0,24210.0,Low,Low,Low,Lost
8988,460,1,39800.52,26754.0,1.0,22767.0,High,Low,Low,General Potential Customer
8990,570,1,41125.8,22368.0,1.0,23315.0,Low,Low,Low,Lost
8992,184,1,34104.27,39827.0,1.0,20264.0,High,Low,Low,General Potential Customer
8999,1359,1,3060.49,1762.0,1.0,1186.0,Low,Low,Low,Lost
9001,1100,1,40768.86,7538.0,1.0,23172.0,Low,Low,Low,Lost
9005,1229,1,16615.41,5309.0,1.0,11189.0,Low,Low,Low,Lost
9013,1312,1,4226.68,3017.0,1.0,2082.0,Low,Low,Low,Lost
9015,1310,1,57212.4,3141.0,1.0,28978.0,Low,Low,High,Key At Risk Customer
9016,561,2,98860.11,22773.0,22924.0,38873.0,Low,Low,High,Key At Risk Customer
9017,824,3,22365.92,15070.0,34108.0,14404.0,Low,High,Low,General Loyal Customer
9022,993,1,9101.29,9753.0,1.0,6052.0,Low,Low,Low,Lost
9024,377,1,6808.34,28745.0,1.0,4244.0,High,Low,Low,General Potential Customer
9026,173,4,121241.6,40425.0,40491.0,42079.0,High,High,High,Key Valuable Customer
9028,613,2,37442.08,20216.0,22924.0,21735.0,Low,Low,Low,Lost
9029,935,3,41012.97,11833.0,34108.0,23269.0,Low,High,Low,General Loyal Customer
9031,1413,1,58417.2,570.0,1.0,29393.0,Low,Low,High,Key At Risk Customer
9032,186,2,17515.43,39549.0,22924.0,11718.0,High,Low,Low,General Potential Customer
9033,1319,1,35934.68,2812.0,1.0,21118.0,Low,Low,Low,Lost
9035,545,2,45491.869999999995,23627.0,22924.0,24953.0,Low,Low,Low,Lost
9037,1012,1,3151.49,8928.0,1.0,1260.0,Low,Low,Low,Lost
9040,184,2,37525.340000000004,39827.0,22924.0,21772.0,High,Low,Low,General Potential Customer
9047,1308,1,13427.12,3257.0,1.0,9263.0,Low,Low,Low,Lost
9052,552,1,57419.29,23200.0,1.0,29057.0,Low,Low,High,Key At Risk Customer
9056,698,3,137469.64,17202.0,34108.0,43714.0,Low,High,High,Key Loyal Customer
9058,277,1,3366.58,32572.0,1.0,1417.0,High,Low,Low,General Potential Customer
9060,109,2,95630.95999999999,44553.0,22924.0,38339.0,High,Low,High,Key Potential Customer
9067,947,1,48101.55,11401.0,1.0,25920.0,Low,Low,High,Key At Risk Customer
9068,263,4,151815.53999999998,33817.0,40491.0,44885.0,High,High,High,Key Valuable Customer
9069,620,1,20347.02,19896.0,1.0,13305.0,Low,Low,Low,Lost
9073,1344,1,12051.34,2138.0,1.0,8270.0,Low,Low,Low,Lost
9075,1237,1,5335.75,5109.0,1.0,3020.0,Low,Low,Low,Lost
9076,204,2,53905.68,38203.0,22924.0,27944.0,High,Low,High,Key Potential Customer
9078,1004,2,93993.23999999999,9352.0,22924.0,38035.0,Low,Low,High,Key At Risk Customer
9080,841,3,175913.06,14649.0,34108.0,46456.0,Low,High,High,Key Loyal Customer
9084,981,1,17877.44,10175.0,1.0,11948.0,Low,Low,Low,Lost
9085,933,1,117384.48,11898.0,1.0,41605.0,Low,Low,High,Key At Risk Customer
9092,912,2,7197.77,12620.0,22924.0,4522.0,Low,Low,Low,Lost
9095,1260,1,98438.55,4555.0,1.0,38807.0,Low,Low,High,Key At Risk Customer
9096,229,2,113093.63,36193.0,22924.0,41033.0,High,Low,High,Key Potential Customer
9097,1293,1,22053.1,3633.0,1.0,14230.0,Low,Low,Low,Lost
9103,973,1,68837.52,10599.0,1.0,32399.0,Low,Low,High,Key At Risk Customer
9107,660,1,57400.32,17986.0,1.0,29052.0,Low,Low,High,Key At Risk Customer
9108,281,3,108845.62999999999,32244.0,34108.0,40436.0,High,High,High,Key Valuable Customer
9109,579,2,121063.37,21943.0,22924.0,42062.0,Low,Low,High,Key At Risk Customer
9110,245,1,92585.06,35221.0,1.0,37791.0,High,Low,High,Key Potential Customer
9111,597,2,68701.0,20998.0,22924.0,32372.0,Low,Low,High,Key At Risk Customer
9113,238,2,66715.20999999999,35629.0,22924.0,31802.0,High,Low,High,Key Potential Customer
9114,82,3,73329.93000000001,46021.0,34108.0,33498.0,High,High,High,Key Valuable Customer
9115,38,3,32930.68,47925.0,34108.0,19749.0,High,High,Low,General Valuable Customer
9116,3,9,270949.01,49945.0,49335.0,49163.0,High,High,High,Key Valuable Customer
9119,502,6,164006.97,25293.0,46492.0,45745.0,High,High,High,Key Valuable Customer
9120,584,3,101338.98,21582.0,34108.0,39306.0,Low,High,High,Key Loyal Customer
9121,103,2,36392.75,44874.0,22924.0,21314.0,High,Low,Low,General Potential Customer
9122,94,1,8328.1,45513.0,1.0,5381.0,High,Low,Low,General Potential Customer
9123,92,4,150235.66,45654.0,40491.0,44756.0,High,High,High,Key Valuable Customer
9124,1296,1,34789.17,3543.0,1.0,20557.0,Low,Low,Low,Lost
9125,124,3,106414.56999999999,43610.0,34108.0,40092.0,High,High,High,Key Valuable Customer
9129,242,1,79806.78,35445.0,1.0,35057.0,High,Low,High,Key Potential Customer
9130,201,2,110988.48000000001,38418.0,22924.0,40743.0,High,Low,High,Key Potential Customer
9136,679,1,78679.0,17475.0,1.0,34801.0,Low,Low,High,Key At Risk Customer
9137,952,1,11946.28,11196.0,1.0,8202.0,Low,Low,Low,Lost
9139,1222,1,15358.96,5491.0,1.0,10433.0,Low,Low,Low,Lost
9141,215,6,127639.9,37316.0,46492.0,42768.0,High,High,High,Key Valuable Customer
9142,474,5,86501.22,26363.0,44141.0,36518.0,High,High,High,Key Valuable Customer
9143,517,5,131581.4,24775.0,44141.0,43158.0,Low,High,High,Key Loyal Customer
9144,109,1,13382.91,44553.0,1.0,9226.0,High,Low,Low,General Potential Customer
9145,129,5,205304.57,43152.0,44141.0,47696.0,High,High,High,Key Valuable Customer
9152,1344,1,19833.52,2138.0,1.0,13023.0,Low,Low,Low,Lost
9156,273,3,96190.15999999999,33231.0,34108.0,38430.0,High,High,High,Key Valuable Customer
9157,501,2,16059.68,25327.0,22924.0,10874.0,High,Low,Low,General Potential Customer
9158,174,9,236693.55,40372.0,49335.0,48538.0,High,High,High,Key Valuable Customer
9159,516,3,81674.51000000001,24842.0,34108.0,35512.0,Low,High,High,Key Loyal Customer
9160,221,7,216041.24,36788.0,47928.0,48020.0,High,High,High,Key Valuable Customer
9176,610,1,10981.04,20462.0,1.0,7450.0,Low,Low,Low,Lost
9177,1372,1,26316.44,1404.0,1.0,16553.0,Low,Low,Low,Lost
9178,124,3,67150.35,43610.0,34108.0,31937.0,High,High,High,Key Valuable Customer
9179,1158,1,17832.88,6673.0,1.0,11923.0,Low,Low,Low,Lost
9189,1282,1,4123.78,3980.0,1.0,2012.0,Low,Low,Low,Lost
9190,493,5,81995.27,25628.0,44141.0,35574.0,High,High,High,Key Valuable Customer
9196,675,1,105464.48,17594.0,1.0,39952.0,Low,Low,High,Key At Risk Customer
9197,642,1,11744.13,18738.0,1.0,8055.0,Low,Low,Low,Lost
9198,136,1,54144.1,42726.0,1.0,28020.0,High,Low,High,Key Potential Customer
9199,870,1,11773.89,13804.0,1.0,8070.0,Low,Low,Low,Lost
9206,229,7,140170.66,36193.0,47928.0,43968.0,High,High,High,Key Valuable Customer
9207,156,8,162008.12,41522.0,48833.0,45612.0,High,High,High,Key Valuable Customer
9208,244,6,258413.82,35297.0,46492.0,48986.0,High,High,High,Key Valuable Customer
9221,327,3,43690.99,30114.0,34108.0,24294.0,High,High,Low,General Valuable Customer
9223,854,2,47023.270000000004,14271.0,22924.0,25512.0,Low,Low,High,Key At Risk Customer
9224,126,2,115009.01,43329.0,22924.0,41297.0,High,Low,High,Key Potential Customer
9225,1344,1,15074.21,2138.0,1.0,10249.0,Low,Low,Low,Lost
9227,504,1,7094.28,25226.0,1.0,4442.0,High,Low,Low,General Potential Customer
9228,581,1,38315.34,21769.0,1.0,22131.0,Low,Low,Low,Lost
9230,510,1,12496.84,25038.0,1.0,8592.0,Low,Low,Low,Lost
9236,258,2,28845.8,34219.0,22924.0,17784.0,High,Low,Low,General Potential Customer
9238,928,1,34187.9,12028.0,1.0,20310.0,Low,Low,Low,Lost
9239,157,2,15047.96,41440.0,22924.0,10234.0,High,Low,Low,General Potential Customer
9240,1255,2,37907.38,4693.0,22924.0,21937.0,Low,Low,Low,Lost
9243,554,1,9603.99,23102.0,1.0,6416.0,Low,Low,Low,Lost
9252,1009,1,7467.0,9075.0,1.0,4725.0,Low,Low,Low,Lost
9255,602,1,7720.0,20773.0,1.0,4894.0,Low,Low,Low,Lost
9256,282,1,131689.68,32182.0,1.0,43166.0,High,Low,High,Key Potential Customer
9259,276,1,25188.77,32774.0,1.0,15944.0,High,Low,Low,General Potential Customer
9261,186,3,57548.94,39549.0,34108.0,29113.0,High,High,High,Key Valuable Customer
9265,482,1,18324.54,26149.0,1.0,12194.0,High,Low,Low,General Potential Customer
9266,639,2,75675.07,19077.0,22924.0,34060.0,Low,Low,High,Key At Risk Customer
9269,1387,1,10968.48,972.0,1.0,7436.0,Low,Low,Low,Lost
9272,306,1,62198.6,30922.0,1.0,30543.0,High,Low,High,Key Potential Customer
9273,905,1,9841.34,12777.0,1.0,6582.0,Low,Low,Low,Lost
9275,774,1,14382.62,15893.0,1.0,9843.0,Low,Low,Low,Lost
9280,1241,1,19934.24,5041.0,1.0,13077.0,Low,Low,Low,Lost
9281,862,4,133063.74,14007.0,40491.0,43299.0,Low,High,High,Key Loyal Customer
9283,278,5,360334.73,32474.0,44141.0,49859.0,High,High,High,Key Valuable Customer
9284,115,6,278931.89,44181.0,46492.0,49284.0,High,High,High,Key Valuable Customer
9285,1349,1,80491.53,1991.0,1.0,35257.0,Low,Low,High,Key At Risk Customer
9286,976,1,4236.5,10424.0,1.0,2090.0,Low,Low,Low,Lost
9297,1231,1,38538.84,5256.0,1.0,22229.0,Low,Low,Low,Lost
9298,588,1,80371.6,21418.0,1.0,35217.0,Low,Low,High,Key At Risk Customer
9305,1222,1,9923.22,5491.0,1.0,6636.0,Low,Low,Low,Lost
9309,1377,1,13000.36,1216.0,1.0,8959.0,Low,Low,Low,Lost
9310,976,1,5964.87,10424.0,1.0,3554.0,Low,Low,Low,Lost
9315,1285,1,48682.08,3871.0,1.0,26121.0,Low,Low,High,Key At Risk Customer
9319,1370,1,26756.51,1498.0,1.0,16774.0,Low,Low,Low,Lost
9324,1281,1,45307.03,4037.0,1.0,24890.0,Low,Low,Low,Lost
9329,598,1,8099.21,20935.0,1.0,5201.0,Low,Low,Low,Lost
9333,1315,1,45534.16,2912.0,1.0,24964.0,Low,Low,Low,Lost
9341,209,2,71192.45,37926.0,22924.0,32981.0,High,Low,High,Key Potential Customer
9342,356,1,4969.94,29410.0,1.0,2731.0,High,Low,Low,General Potential Customer
9345,610,2,66971.07,20462.0,22924.0,31882.0,Low,Low,High,Key At Risk Customer
9347,578,2,128007.04000000001,22023.0,22924.0,42813.0,Low,Low,High,Key At Risk Customer
